,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2014-X06,2014-R1X6,2014,X06,1326,Ohio St,R1X6,1,11/4/2013,136,0,60,1,59,N,0,22,49,3,13,13,17,4,24,12,13,10,0,14,24,50,3,12,8,12,3,25,12,14,10,4,16
2014-X07,2014-R1X7,2014,X07,1307,New Mexico,R1X7,1,11/4/2013,137,0,58,1,53,N,0,19,49,8,15,12,17,5,30,10,10,6,5,20,19,52,4,21,11,19,9,28,12,10,2,2,18
2014-X08,2014-R1X8,2014,X08,1160,Colorado,R1X8,1,11/4/2013,136,0,77,1,48,N,0,31,61,4,14,11,12,9,24,18,3,12,3,13,15,42,4,16,14,18,7,22,5,17,2,0,12
2014-X09,2014-R1X8,2014,X09,1338,Pittsburgh,R1X8,0,11/4/2013,136,1,77,0,48,N,0,31,61,4,14,11,12,9,24,18,3,12,3,13,15,42,4,16,14,18,7,22,5,17,2,0,12
2014-X10,2014-R1X7,2014,X10,1390,Stanford,R1X7,0,11/4/2013,137,1,58,0,53,N,0,19,49,8,15,12,17,5,30,10,10,6,5,20,19,52,4,21,11,19,9,28,12,10,2,2,18
2014-X11,2014-R1X6,2014,X11,1173,Dayton,R1X6,0,11/4/2013,136,1,60,0,59,N,0,22,49,3,13,13,17,4,24,12,13,10,0,14,24,50,3,12,8,12,3,25,12,14,10,4,16
2014-X12,2014-R1X5,2014,X12,1372,SF Austin,R1X5,0,11/4/2013,137,1,77,0,75,N,1,27,51,6,16,17,23,10,25,16,17,6,2,16,30,65,8,21,7,11,11,18,13,11,11,5,21
2014-X13,2014-R1X4,2014,X13,1409,Tulsa,R1X4,0,11/4/2013,137,0,76,1,59,N,0,29,63,5,16,13,15,13,23,17,10,11,5,13,21,57,7,19,10,14,12,21,14,16,2,2,18
2014-X14,2014-R1X3,2014,X14,1444,W Michigan,R1X3,0,11/4/2013,136,0,77,1,53,N,0,28,57,7,17,14,17,13,28,16,12,8,6,21,17,49,4,18,15,20,8,17,12,13,4,1,16
2014-X15,2014-R1X2,2014,X15,1184,E Kentucky,R1X2,0,11/4/2013,137,0,80,1,69,N,0,32,53,0,7,16,24,14,29,17,14,2,7,14,22,57,12,31,13,16,8,11,14,7,8,1,21
2014-X16a,2014-X16,2014,X16a,1107,Albany NY,X16,1,11/4/2013,134,1,71,0,64,N,0,27,47,2,9,15,19,6,36,12,14,3,1,13,22,60,12,37,8,12,6,17,13,4,3,1,16
2014-X16b,2014-X16,2014,X16b,1291,Mt St Mary's,X16,0,11/4/2013,134,0,71,1,64,N,0,27,47,2,9,15,19,6,36,12,14,3,1,13,22,60,12,37,8,12,6,17,13,4,3,1,16
2014-Y01,2014-R1Y1,2014,Y01,1455,Wichita St,R1Y1,1,11/4/2013,137,1,64,0,37,N,0,23,50,6,19,12,21,11,35,17,12,4,6,17,12,58,5,28,8,18,13,21,5,6,7,1,17
2014-Y02,2014-R1Y2,2014,Y02,1276,Michigan,R1Y2,1,11/4/2013,136,1,57,0,40,N,0,22,46,7,17,6,9,6,25,15,11,8,1,8,18,53,1,19,3,4,8,18,10,9,3,0,14
2014-Y03,2014-R1Y3,2014,Y03,1181,Duke,R1Y3,1,11/4/2013,137,0,78,1,71,N,0,25,45,5,13,23,28,3,24,16,8,3,0,15,22,62,15,37,12,13,16,19,15,12,6,1,22
2014-Y04,2014-R1Y4,2014,Y04,1257,Louisville,R1Y4,1,11/4/2013,136,1,71,0,64,N,0,20,55,4,13,27,35,16,26,10,12,11,8,18,23,51,3,5,15,21,7,24,11,15,8,5,27
2014-Y05,2014-R1Y5,2014,Y05,1387,St Louis,R1Y5,1,11/4/2013,136,1,83,0,80,N,1,31,64,9,18,12,26,9,32,16,9,7,4,26,28,60,4,9,20,37,10,33,10,12,7,5,20
2014-Y06,2014-R1Y6,2014,Y06,1269,Massachusetts,R1Y6,1,11/4/2013,137,0,86,1,67,N,0,30,56,2,14,24,31,10,27,16,12,8,3,13,28,66,3,11,8,11,14,19,12,13,8,1,21
2014-Y07,2014-R1Y7,2014,Y07,1400,Texas,R1Y7,1,11/4/2013,136,1,87,0,85,N,0,31,58,5,12,20,27,10,20,17,9,6,5,24,27,56,8,15,23,33,11,21,17,10,2,1,18
2014-Y08,2014-R1Y8,2014,Y08,1246,Kentucky,R1Y8,1,11/4/2013,137,1,56,0,49,N,0,19,50,4,15,14,21,13,27,8,15,4,7,11,19,53,5,21,6,12,9,19,8,10,7,3,20
2014-Y09,2014-R1Y8,2014,Y09,1243,Kansas St,R1Y8,0,11/4/2013,137,0,56,1,49,N,0,19,50,4,15,14,21,13,27,8,15,4,7,11,19,53,5,21,6,12,9,19,8,10,7,3,20
2014-Y10,2014-R1Y7,2014,Y10,1113,Arizona St,R1Y7,0,11/4/2013,136,0,87,1,85,N,0,31,58,5,12,20,27,10,20,17,9,6,5,24,27,56,8,15,23,33,11,21,17,10,2,1,18
2014-Y11a,2014-Y11,2014,Y11a,1234,Iowa,Y11,1,11/4/2013,135,0,78,1,65,N,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28
2014-Y11b,2014-Y11,2014,Y11b,1397,Tennessee,Y11,0,11/4/2013,135,1,78,0,65,N,1,24,54,5,21,25,30,10,27,13,8,2,1,14,24,58,4,16,13,15,7,23,14,6,2,2,28
2014-Y12a,2014-Y12,2014,Y12a,1301,NC State,Y12,1,11/4/2013,134,1,74,0,59,N,0,29,53,4,14,12,16,6,23,16,9,4,9,14,23,55,2,14,11,16,11,20,7,13,3,0,17
2014-Y12b,2014-Y12,2014,Y12b,1462,Xavier,Y12,0,11/4/2013,134,0,74,1,59,N,0,29,53,4,14,12,16,6,23,16,9,4,9,14,23,55,2,14,11,16,11,20,7,13,3,0,17
2014-Y13,2014-R1Y4,2014,Y13,1264,Manhattan,R1Y4,0,11/4/2013,136,0,71,1,64,N,0,20,55,4,13,27,35,16,26,10,12,11,8,18,23,51,3,5,15,21,7,24,11,15,8,5,27
2014-Y14,2014-R1Y3,2014,Y14,1273,Mercer,R1Y3,0,11/4/2013,137,1,78,0,71,N,0,25,45,5,13,23,28,3,24,16,8,3,0,15,22,62,15,37,12,13,16,19,15,12,6,1,22
2014-Y15,2014-R1Y2,2014,Y15,1459,Wofford,R1Y2,0,11/4/2013,136,0,57,1,40,N,0,22,46,7,17,6,9,6,25,15,11,8,1,8,18,53,1,19,3,4,8,18,10,9,3,0,14
2014-Y16a,2014-Y16,2014,Y16a,1142,Cal Poly SLO,Y16,1,11/4/2013,135,1,81,0,69,N,0,29,51,6,15,17,22,10,18,15,10,4,4,20,24,50,4,13,17,22,11,16,12,13,3,1,23
2014-Y16b,2014-Y16,2014,Y16b,1411,TX Southern,Y16,0,11/4/2013,135,0,81,1,69,N,0,29,51,6,15,17,22,10,18,15,10,4,4,20,24,50,4,13,17,22,11,16,12,13,3,1,23
2014-Z01,2014-R1Z1,2014,Z01,1112,Arizona,R1Z1,1,11/4/2013,137,1,68,0,59,N,0,26,47,7,14,9,16,7,24,15,12,4,12,20,16,53,7,17,20,23,13,19,7,10,8,3,17
2014-Z02,2014-R1Z2,2014,Z02,1458,Wisconsin,R1Z2,1,11/4/2013,136,1,75,0,35,N,0,26,52,10,23,13,14,6,25,13,7,9,1,15,11,37,4,15,9,15,4,20,8,17,5,0,16
2014-Z03,2014-R1Z3,2014,Z03,1166,Creighton,R1Z3,1,11/4/2013,137,1,76,0,66,N,0,28,54,9,23,11,21,6,30,18,6,0,3,17,25,66,4,16,12,17,13,23,8,4,3,5,18
2014-Z04,2014-R1Z4,2014,Z04,1361,San Diego St,R1Z4,1,11/4/2013,136,1,73,0,69,N,1,23,59,6,17,21,27,10,30,9,11,8,9,18,26,65,5,16,12,20,14,27,13,13,4,4,22
2014-Z05,2014-R1Z5,2014,Z05,1328,Oklahoma,R1Z5,1,11/4/2013,136,0,80,1,75,N,1,27,51,6,14,20,22,6,32,12,15,5,6,20,25,72,12,30,13,18,18,19,14,10,5,3,16
2014-Z06,2014-R1Z6,2014,Z06,1124,Baylor,R1Z6,1,11/4/2013,137,1,74,0,60,N,0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31
2014-Z07,2014-R1Z7,2014,Z07,1332,Oregon,R1Z7,1,11/4/2013,136,1,87,0,68,N,0,27,54,2,13,31,38,8,29,21,8,4,4,22,20,61,5,19,23,30,12,20,14,9,4,0,25
2014-Z08,2014-R1Z8,2014,Z08,1211,Gonzaga,R1Z8,1,11/4/2013,137,1,85,0,77,N,0,25,50,9,18,26,41,7,30,13,15,5,1,28,26,65,3,15,22,37,17,23,13,12,10,2,33
2014-Z09,2014-R1Z8,2014,Z09,1329,Oklahoma St,R1Z8,0,11/4/2013,137,0,85,1,77,N,0,25,50,9,18,26,41,7,30,13,15,5,1,28,26,65,3,15,22,37,17,23,13,12,10,2,33
2014-Z10,2014-R1Z7,2014,Z10,1140,BYU,R1Z7,0,11/4/2013,136,0,87,1,68,N,0,27,54,2,13,31,38,8,29,21,8,4,4,22,20,61,5,19,23,30,12,20,14,9,4,0,25
2014-Z11,2014-R1Z6,2014,Z11,1304,Nebraska,R1Z6,0,11/4/2013,137,0,74,1,60,N,0,17,42,2,13,38,48,9,28,9,12,7,2,16,23,54,4,21,10,16,5,20,7,11,9,7,31
2014-Z12,2014-R1Z5,2014,Z12,1295,N Dakota St,R1Z5,0,11/4/2013,136,1,80,0,75,N,1,27,51,6,14,20,22,6,32,12,15,5,6,20,25,72,12,30,13,18,18,19,14,10,5,3,16
2014-Z13,2014-R1Z4,2014,Z13,1308,New Mexico St,R1Z4,0,11/4/2013,136,0,73,1,69,N,1,23,59,6,17,21,27,10,30,9,11,8,9,18,26,65,5,16,12,20,14,27,13,13,4,4,22
2014-Z14,2014-R1Z3,2014,Z14,1418,ULL,R1Z3,0,11/4/2013,137,0,76,1,66,N,0,28,54,9,23,11,21,6,30,18,6,0,3,17,25,66,4,16,12,17,13,23,8,4,3,5,18
2014-Z15,2014-R1Z2,2014,Z15,1110,American Univ,R1Z2,0,11/4/2013,136,0,75,1,35,N,0,26,52,10,23,13,14,6,25,13,7,9,1,15,11,37,4,15,9,15,4,20,8,17,5,0,16
2014-Z16,2014-R1Z1,2014,Z16,1451,Weber St,R1Z1,0,11/4/2013,137,0,68,1,59,N,0,26,47,7,14,9,16,7,24,15,12,4,12,20,16,53,7,17,20,23,13,19,7,10,8,3,17
2015-W01,2015-R1W1,2015,W01,1437,Villanova,R1W1,1,11/3/2014,136,1,93,0,52,N,0,36,57,11,22,10,15,8,25,22,8,8,6,10,21,55,4,18,6,7,10,15,15,15,2,1,11
2015-W02,2015-R1W2,2015,W02,1438,Virginia,R1W2,1,11/3/2014,137,1,79,0,67,N,0,26,57,6,17,21,25,11,24,11,7,5,3,10,27,57,8,25,5,6,6,23,12,12,4,2,22
2015-W03,2015-R1W3,2015,W03,1328,Oklahoma,R1W3,1,11/3/2014,137,1,69,0,60,N,0,25,57,7,24,12,16,14,26,10,9,5,6,14,23,61,8,25,6,10,14,20,15,7,6,1,16
2015-W04,2015-R1W4,2015,W04,1257,Louisville,R1W4,1,11/3/2014,137,1,57,0,55,N,0,23,55,5,15,6,6,9,16,9,9,4,2,11,24,52,5,14,2,2,9,20,10,14,5,2,10
2015-W05,2015-R1W5,2015,W05,1320,Northern Iowa,R1W5,1,11/3/2014,137,1,71,0,54,N,0,23,50,9,18,16,18,8,21,10,7,9,1,14,21,46,9,22,3,9,4,18,14,12,2,3,17
2015-W06,2015-R1W6,2015,W06,1344,Providence,R1W6,1,11/3/2014,137,0,66,1,53,N,0,18,42,8,23,22,30,3,29,9,12,8,4,14,20,59,10,26,3,7,13,26,9,16,4,1,21
2015-W07,2015-R1W7,2015,W07,1277,Michigan St,R1W7,1,11/3/2014,137,1,70,0,63,N,0,26,57,7,18,11,19,5,30,18,9,8,3,22,19,57,4,14,21,26,12,31,8,12,4,2,19
2015-W08,2015-R1W8,2015,W08,1301,NC State,R1W8,1,11/3/2014,136,1,66,0,65,N,0,28,66,5,24,5,7,11,28,11,11,2,2,15,24,60,5,15,12,22,13,28,14,8,5,6,10
2015-W09,2015-R1W8,2015,W09,1261,LSU,R1W8,0,11/3/2014,136,0,66,1,65,N,0,28,66,5,24,5,7,11,28,11,11,2,2,15,24,60,5,15,12,22,13,28,14,8,5,6,10
2015-W10,2015-R1W7,2015,W10,1208,Georgia,R1W7,0,11/3/2014,137,0,70,1,63,N,0,26,57,7,18,11,19,5,30,18,9,8,3,22,19,57,4,14,21,26,12,31,8,12,4,2,19
2015-W11a,2015-W11,2015,W11a,1129,Boise St,W11,1,11/3/2014,135,0,56,1,55,N,0,20,42,7,21,9,14,3,22,13,11,4,1,14,22,55,6,20,5,10,12,21,10,9,5,1,18
2015-W11b,2015-W11,2015,W11b,1173,Dayton,W11,0,11/3/2014,135,1,56,0,55,N,0,20,42,7,21,9,14,3,22,13,11,4,1,14,22,55,6,20,5,10,12,21,10,9,5,1,18
2015-W12,2015-R1W5,2015,W12,1461,Wyoming,R1W5,0,11/3/2014,137,0,71,1,54,N,0,23,50,9,18,16,18,8,21,10,7,9,1,14,21,46,9,22,3,9,4,18,14,12,2,3,17
2015-W13,2015-R1W4,2015,W13,1414,UC Irvine,R1W4,0,11/3/2014,137,0,57,1,55,N,0,23,55,5,15,6,6,9,16,9,9,4,2,11,24,52,5,14,2,2,9,20,10,14,5,2,10
2015-W14,2015-R1W3,2015,W14,1107,Albany NY,R1W3,0,11/3/2014,137,0,69,1,60,N,0,25,57,7,24,12,16,14,26,10,9,5,6,14,23,61,8,25,6,10,14,20,15,7,6,1,16
2015-W15,2015-R1W2,2015,W15,1125,Belmont,R1W2,0,11/3/2014,137,0,79,1,67,N,0,26,57,6,17,21,25,11,24,11,7,5,3,10,27,57,8,25,5,6,6,23,12,12,4,2,22
2015-W16,2015-R1W1,2015,W16,1248,Lafayette,R1W1,0,11/3/2014,136,0,93,1,52,N,0,36,57,11,22,10,15,8,25,22,8,8,6,10,21,55,4,18,6,7,10,15,15,15,2,1,11
2015-X01,2015-R1X1,2015,X01,1181,Duke,R1X1,1,11/3/2014,137,1,85,0,56,N,0,34,54,10,21,7,14,9,31,28,11,7,3,8,24,66,6,19,2,4,12,16,13,8,6,1,17
2015-X02,2015-R1X2,2015,X02,1211,Gonzaga,R1X2,1,11/3/2014,137,1,86,0,76,N,0,30,58,7,22,19,28,11,24,16,9,5,3,13,29,54,10,21,8,12,3,21,5,13,3,3,22
2015-X03,2015-R1X3,2015,X03,1235,Iowa St,R1X3,1,11/3/2014,136,0,60,1,59,N,0,24,69,3,18,9,11,19,33,9,13,7,5,10,24,65,6,23,5,7,9,28,12,11,9,9,15
2015-X04,2015-R1X4,2015,X04,1207,Georgetown,R1X4,1,11/3/2014,136,1,84,0,74,N,0,25,48,11,23,23,32,10,26,10,14,5,3,18,26,64,9,28,13,15,10,18,6,9,3,2,21
2015-X05,2015-R1X5,2015,X05,1428,Utah,R1X5,1,11/3/2014,136,1,57,0,50,N,0,18,38,5,13,16,21,4,22,11,17,7,7,12,17,51,5,26,11,13,11,18,9,12,7,1,18
2015-X06,2015-R1X6,2015,X06,1374,SMU,R1X6,1,11/3/2014,136,0,60,1,59,N,0,20,47,10,20,10,14,7,27,10,18,4,5,17,20,55,7,16,12,20,10,23,12,9,11,4,14
2015-X07,2015-R1X7,2015,X07,1234,Iowa,R1X7,1,11/3/2014,137,1,83,0,52,N,0,35,69,6,16,7,10,14,32,12,5,3,5,11,21,63,6,28,4,10,10,20,13,6,1,4,15
2015-X08,2015-R1X8,2015,X08,1361,San Diego St,R1X8,1,11/3/2014,137,1,76,0,64,N,0,25,53,9,22,17,30,13,27,12,13,5,3,12,27,59,3,17,7,11,7,25,6,10,7,2,21
2015-X09,2015-R1X8,2015,X09,1385,St John's,R1X8,0,11/3/2014,137,0,76,1,64,N,0,25,53,9,22,17,30,13,27,12,13,5,3,12,27,59,3,17,7,11,7,25,6,10,7,2,21
2015-X10,2015-R1X7,2015,X10,1172,Davidson,R1X7,0,11/3/2014,137,0,83,1,52,N,0,35,69,6,16,7,10,14,32,12,5,3,5,11,21,63,6,28,4,10,10,20,13,6,1,4,15
2015-X11,2015-R1X6,2015,X11,1417,UCLA,R1X6,0,11/3/2014,136,1,60,0,59,N,0,20,47,10,20,10,14,7,27,10,18,4,5,17,20,55,7,16,12,20,10,23,12,9,11,4,14
2015-X12,2015-R1X5,2015,X12,1372,SF Austin,R1X5,0,11/3/2014,136,0,57,1,50,N,0,18,38,5,13,16,21,4,22,11,17,7,7,12,17,51,5,26,11,13,11,18,9,12,7,1,18
2015-X13,2015-R1X4,2015,X13,1186,E Washington,R1X4,0,11/3/2014,136,0,84,1,74,N,0,25,48,11,23,23,32,10,26,10,14,5,3,18,26,64,9,28,13,15,10,18,6,9,3,2,21
2015-X14,2015-R1X3,2015,X14,1412,UAB,R1X3,0,11/3/2014,136,1,60,0,59,N,0,24,69,3,18,9,11,19,33,9,13,7,5,10,24,65,6,23,5,7,9,28,12,11,9,9,15
2015-X15,2015-R1X2,2015,X15,1295,N Dakota St,R1X2,0,11/3/2014,137,0,86,1,76,N,0,30,58,7,22,19,28,11,24,16,9,5,3,13,29,54,10,21,8,12,3,21,5,13,3,3,22
2015-X16a,2015-X16,2015,X16a,1316,North Florida,X16,1,11/3/2014,135,0,81,1,77,N,0,28,62,4,16,21,33,11,20,11,5,12,2,21,25,52,9,22,18,26,13,29,15,19,1,4,23
2015-X16b,2015-X16,2015,X16b,1352,Robert Morris,X16,0,11/3/2014,135,1,81,0,77,N,0,28,62,4,16,21,33,11,20,11,5,12,2,21,25,52,9,22,18,26,13,29,15,19,1,4,23
2015-Y01,2015-R1Y1,2015,Y01,1246,Kentucky,R1Y1,1,11/3/2014,136,1,79,0,56,N,0,28,61,3,10,20,28,13,38,15,13,7,5,18,17,59,4,16,18,23,6,25,2,11,9,3,22
2015-Y02,2015-R1Y2,2015,Y02,1242,Kansas,R1Y2,1,11/3/2014,137,1,75,0,56,N,0,27,50,9,13,12,15,10,26,16,14,7,3,17,20,56,5,15,11,16,14,15,8,11,10,3,15
2015-Y03,2015-R1Y3,2015,Y03,1323,Notre Dame,R1Y3,1,11/3/2014,136,1,69,0,65,N,0,27,47,2,6,13,18,2,15,19,7,9,4,13,27,55,3,11,8,10,13,20,15,16,2,0,12
2015-Y04,2015-R1Y4,2015,Y04,1268,Maryland,R1Y4,1,11/3/2014,137,1,65,0,62,N,0,19,40,9,21,18,24,4,30,9,11,5,5,19,20,56,12,27,10,18,11,20,12,9,5,1,19
2015-Y05,2015-R1Y5,2015,Y05,1452,West Virginia,R1Y5,1,11/3/2014,137,1,68,0,62,N,0,22,49,5,16,19,27,9,22,11,12,7,1,25,20,44,6,16,16,25,8,22,12,17,4,3,24
2015-Y06,2015-R1Y6,2015,Y06,1139,Butler,R1Y6,1,11/3/2014,136,1,56,0,48,N,0,16,48,4,13,20,28,5,23,11,5,5,4,13,17,50,6,19,8,12,12,29,7,15,4,5,22
2015-Y07,2015-R1Y7,2015,Y07,1455,Wichita St,R1Y7,1,11/3/2014,137,1,81,0,76,N,0,25,61,2,13,29,34,15,24,9,7,9,6,17,24,59,11,22,17,20,12,25,10,13,3,3,26
2015-Y08,2015-R1Y8,2015,Y08,1153,Cincinnati,R1Y8,1,11/3/2014,136,1,66,0,65,N,1,25,61,4,10,12,21,11,27,9,9,8,5,16,26,72,4,26,9,15,21,30,13,12,5,1,18
2015-Y09,2015-R1Y8,2015,Y09,1345,Purdue,R1Y8,0,11/3/2014,136,0,66,1,65,N,1,25,61,4,10,12,21,11,27,9,9,8,5,16,26,72,4,26,9,15,21,30,13,12,5,1,18
2015-Y10,2015-R1Y7,2015,Y10,1231,Indiana,R1Y7,0,11/3/2014,137,0,81,1,76,N,0,25,61,2,13,29,34,15,24,9,7,9,6,17,24,59,11,22,17,20,12,25,10,13,3,3,26
2015-Y11,2015-R1Y6,2015,Y11,1400,Texas,R1Y6,0,11/3/2014,136,0,56,1,48,N,0,16,48,4,13,20,28,5,23,11,5,5,4,13,17,50,6,19,8,12,12,29,7,15,4,5,22
2015-Y12,2015-R1Y5,2015,Y12,1138,Buffalo,R1Y5,0,11/3/2014,137,0,68,1,62,N,0,22,49,5,16,19,27,9,22,11,12,7,1,25,20,44,6,16,16,25,8,22,12,17,4,3,24
2015-Y13,2015-R1Y4,2015,Y13,1434,Valparaiso,R1Y4,0,11/3/2014,137,0,65,1,62,N,0,19,40,9,21,18,24,4,30,9,11,5,5,19,20,56,12,27,10,18,11,20,12,9,5,1,19
2015-Y14,2015-R1Y3,2015,Y14,1318,Northeastern,R1Y3,0,11/3/2014,136,0,69,1,65,N,0,27,47,2,6,13,18,2,15,19,7,9,4,13,27,55,3,11,8,10,13,20,15,16,2,0,12
2015-Y15,2015-R1Y2,2015,Y15,1308,New Mexico St,R1Y2,0,11/3/2014,137,0,75,1,56,N,0,27,50,9,13,12,15,10,26,16,14,7,3,17,20,56,5,15,11,16,14,15,8,11,10,3,15
2015-Y16a,2015-Y16,2015,Y16a,1214,Hampton,Y16,1,11/3/2014,134,1,74,0,64,N,0,26,53,3,7,19,34,6,31,20,14,6,3,19,23,62,6,25,12,21,12,29,15,17,5,3,25
2015-Y16b,2015-Y16,2015,Y16b,1264,Manhattan,Y16,0,11/3/2014,134,0,74,1,64,N,0,26,53,3,7,19,34,6,31,20,14,6,3,19,23,62,6,25,12,21,12,29,15,17,5,3,25
2015-Z01,2015-R1Z1,2015,Z01,1458,Wisconsin,R1Z1,1,11/3/2014,137,1,86,0,72,N,0,33,61,11,27,9,12,12,24,14,9,5,1,11,28,58,7,12,9,11,7,18,9,6,8,1,14
2015-Z02,2015-R1Z2,2015,Z02,1112,Arizona,R1Z2,1,11/3/2014,136,1,93,0,72,N,0,32,53,5,11,24,27,12,23,13,12,8,3,23,24,51,5,12,19,30,8,11,5,9,5,3,19
2015-Z03,2015-R1Z3,2015,Z03,1124,Baylor,R1Z3,1,11/3/2014,136,0,57,1,56,N,0,22,54,5,16,8,13,9,13,12,6,13,2,13,19,43,7,19,11,13,12,28,14,21,2,1,13
2015-Z04,2015-R1Z4,2015,Z04,1314,North Carolina,R1Z4,1,11/3/2014,136,1,67,0,65,N,0,27,49,5,7,8,13,12,23,14,17,2,2,18,21,55,5,13,18,20,12,14,9,7,9,2,16
2015-Z05,2015-R1Z5,2015,Z05,1116,Arkansas,R1Z5,1,11/3/2014,136,1,56,0,53,N,0,22,48,3,8,9,16,8,27,13,10,4,3,16,18,57,7,24,10,16,14,23,7,8,5,1,15
2015-Z06,2015-R1Z6,2015,Z06,1462,Xavier,R1Z6,1,11/3/2014,136,1,76,0,57,N,0,26,56,10,23,14,21,8,30,17,10,6,4,14,24,73,6,27,3,5,16,22,16,8,7,4,21
2015-Z07,2015-R1Z7,2015,Z07,1433,VA Commonwealth,R1Z7,1,11/3/2014,136,0,75,1,72,N,1,28,57,6,15,13,22,8,24,16,11,5,7,17,24,63,10,26,14,19,13,24,14,11,4,2,17
2015-Z08,2015-R1Z8,2015,Z08,1332,Oregon,R1Z8,1,11/3/2014,137,1,79,0,73,N,0,29,53,7,19,14,18,3,25,11,12,9,6,12,27,60,10,29,9,13,9,22,11,12,8,0,17
2015-Z09,2015-R1Z8,2015,Z09,1329,Oklahoma St,R1Z8,0,11/3/2014,137,0,79,1,73,N,0,29,53,7,19,14,18,3,25,11,12,9,6,12,27,60,10,29,9,13,9,22,11,12,8,0,17
2015-Z10,2015-R1Z7,2015,Z10,1326,Ohio St,R1Z7,0,11/3/2014,136,1,75,0,72,N,1,28,57,6,15,13,22,8,24,16,11,5,7,17,24,63,10,26,14,19,13,24,14,11,4,2,17
2015-Z11a,2015-Z11,2015,Z11a,1140,BYU,Z11,1,11/3/2014,134,0,94,1,90,N,0,36,80,7,23,15,23,16,27,24,7,7,6,21,28,58,15,29,19,27,6,33,22,15,0,2,23
2015-Z11b,2015-Z11,2015,Z11b,1279,Mississippi,Z11,0,11/3/2014,134,1,94,0,90,N,0,36,80,7,23,15,23,16,27,24,7,7,6,21,28,58,15,29,19,27,6,33,22,15,0,2,23
2015-Z12,2015-R1Z5,2015,Z12,1459,Wofford,R1Z5,0,11/3/2014,136,0,56,1,53,N,0,22,48,3,8,9,16,8,27,13,10,4,3,16,18,57,7,24,10,16,14,23,7,8,5,1,15
2015-Z13,2015-R1Z4,2015,Z13,1217,Harvard,R1Z4,0,11/3/2014,136,0,67,1,65,N,0,27,49,5,7,8,13,12,23,14,17,2,2,18,21,55,5,13,18,20,12,14,9,7,9,2,16
2015-Z14,2015-R1Z3,2015,Z14,1209,Georgia St,R1Z3,0,11/3/2014,136,1,57,0,56,N,0,22,54,5,16,8,13,9,13,12,6,13,2,13,19,43,7,19,11,13,12,28,14,21,2,1,13
2015-Z15,2015-R1Z2,2015,Z15,1411,TX Southern,R1Z2,0,11/3/2014,136,0,93,1,72,N,0,32,53,5,11,24,27,12,23,13,12,8,3,23,24,51,5,12,19,30,8,11,5,9,5,3,19
2015-Z16,2015-R1Z1,2015,Z16,1157,Coastal Car,R1Z1,0,11/3/2014,137,0,86,1,72,N,0,33,61,11,27,9,12,12,24,14,9,5,1,11,28,58,7,12,9,11,7,18,9,6,8,1,14
2016-W01,2016-R1W1,2016,W01,1314,North Carolina,R1W1,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W02,2016-R1W2,2016,W02,1462,Xavier,R1W2,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W03,2016-R1W3,2016,W03,1452,West Virginia,R1W3,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W04,2016-R1W4,2016,W04,1246,Kentucky,R1W4,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W05,2016-R1W5,2016,W05,1231,Indiana,R1W5,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W06,2016-R1W6,2016,W06,1323,Notre Dame,R1W6,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W07,2016-R1W7,2016,W07,1458,Wisconsin,R1W7,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W08,2016-R1W8,2016,W08,1425,USC,R1W8,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W09,2016-R1W8,2016,W09,1344,Providence,R1W8,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W10,2016-R1W7,2016,W10,1338,Pittsburgh,R1W7,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W11a,2016-W11,2016,W11a,1276,Michigan,W11,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W11b,2016-W11,2016,W11b,1409,Tulsa,W11,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W12,2016-R1W5,2016,W12,1151,Chattanooga,R1W5,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
